timestamp,open,high,low,close,volume,symbol,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,sentiment
2024-12-18 11:00:00,1.0398,1.0506,1.0393,1.0502,1681003.35617447,ADA/USD,48.08546904013628,-0.012428917793817051,-0.013703698479817727,0.001274780686000676,1.0922805968877278,1.0073394031122724,0.0
2024-12-18 12:00:00,1.0499,1.0505,1.0246,1.0329,1963044.98345855,ADA/USD,40.407361810336646,-0.012111763118040075,-0.013385311407462198,0.0012735482894221228,1.088091514116941,1.006788485883059,0.0
2024-12-18 13:00:00,1.0329,1.0375,1.027,1.0313,830646.95774871,ADA/USD,39.774794386736815,-0.011852889647069098,-0.013078827055383577,0.0012259374083144793,1.0798599756939449,1.0088900243060552,0.0
2024-12-18 14:00:00,1.0313,1.0388,1.018,1.0188,1752519.22583648,ADA/USD,35.14572635772369,-0.012512143883236293,-0.012965490420954122,0.0004533465377178289,1.0758800885696456,1.0072899114303544,0.0
2024-12-18 15:00:00,1.0188,1.029,1.0086,1.0226,2746456.91737331,ADA/USD,37.52608612641893,-0.012582931175011414,-0.012888978571765582,0.000306047396754168,1.0711919011273252,1.0069780988726749,0.0
2024-12-18 16:00:00,1.0225,1.0289,1.01,1.0251,2092890.89946535,ADA/USD,39.10950068115327,-0.012295565877399328,-0.012770296032892332,0.0004747301554930035,1.06508867566384,1.0082313243361598,0.0
2024-12-18 17:00:00,1.025,1.042,1.0137,1.036,2410854.556625,ADA/USD,45.585166057711994,-0.011060786047333737,-0.012428394035780613,0.0013676079884468763,1.05814278858359,1.0115572114164102,0.0
2024-12-18 18:00:00,1.0358,1.0578,1.0318,1.0565,2286489.21422564,ADA/USD,55.22889003600429,-0.008331989473381096,-0.01160911312330071,0.0032771236499196145,1.0585938998475253,1.0113061001524744,0.0
2024-12-18 19:00:00,1.0574,1.0588,1.0092,1.0092,5071416.37911989,ADA/USD,38.34349777641994,-0.009872311365886954,-0.01126175277181796,0.0013894414059310058,1.057551128534159,1.0080388714658408,0.0
2024-12-18 20:00:00,1.0091,1.0168,0.9749,0.9772,22304124.84133524,ADA/USD,31.35840308032742,-0.01351931784729854,-0.011713265786914076,-0.0018060520603844638,1.0621459840560383,0.9959140159439615,0.0
2024-12-18 21:00:00,0.9772,0.9987,0.9693,0.9828,4378301.67862038,ADA/USD,33.63680627473259,-0.015775869160686185,-0.012525786461668497,-0.003250082699017687,1.0644878633751091,0.9878621366248906,0.0
2024-12-18 22:00:00,0.9827,0.9923,0.9722,0.9804,1904738.00967789,ADA/USD,33.12927474334337,-0.017555493475611694,-0.013531727864457138,-0.004023765611154556,1.0642640411342679,0.981145958865732,0.0
2024-12-18 23:00:00,0.9804,0.9844,0.9635,0.9678,4128923.58283818,ADA/USD,30.52521472721891,-0.01975485163145807,-0.014776352617857324,-0.004978499013600746,1.0666494090296594,0.9718905909703407,0.0
2024-12-19 00:00:00,0.9677,0.9811,0.9572,0.976,4466546.49631121,ADA/USD,34.15269497545775,-0.020598737917304044,-0.015940829677746668,-0.004657908239557376,1.0676991745216031,0.9659408254783964,0.0
2024-12-19 01:00:00,0.9763,0.9768,0.942,0.9479,5536850.88012387,ADA/USD,28.635058661897446,-0.023266754375818044,-0.017406014617360945,-0.0058607397584570994,1.071934331023952,0.9541056689760482,0.0
2024-12-19 02:00:00,0.9481,0.9595,0.9162,0.9583,12384904.01265613,ADA/USD,32.95246206305366,-0.02426230283333397,-0.01877727226055555,-0.00548503057277842,1.073287317357861,0.9465026826421389,0.0
2024-12-19 03:00:00,0.9584,0.9811,0.957,0.977,5279648.26178069,ADA/USD,39.98323756463528,-0.023274059569754257,-0.019676629722395294,-0.0035974298473589635,1.0722440054061142,0.9429459945938858,0.0
2024-12-19 04:00:00,0.977,0.9799,0.9704,0.9739,2260170.12175012,ADA/USD,39.24847345167886,-0.022481856903761588,-0.020237675158668554,-0.0022441817450930338,1.0708532346779431,0.9393067653220569,0.0
2024-12-19 05:00:00,0.9739,0.9858,0.9739,0.9837,1355439.75847107,ADA/USD,42.82549423500772,-0.020823215420106123,-0.020354783210956066,-0.0004684322091500562,1.0669986227027455,0.9377613772972545,0.0
2024-12-19 06:00:00,0.9838,0.985,0.976,0.9798,743668.7977391,ADA/USD,41.771430595696714,-0.019597519495075932,-0.02020333046778004,0.0006058109727041065,1.0622845801861525,0.9364554198138478,0.0
2024-12-19 07:00:00,0.9794,0.9881,0.9786,0.9821,964094.79654308,ADA/USD,42.6676454520774,-0.018230407080934485,-0.019808745790410927,0.0015783387094764414,1.0547423859575245,0.9371876140424755,0.0
2024-12-19 08:00:00,0.9816,0.9816,0.9632,0.965,1775778.34632557,ADA/USD,37.9864412608814,-0.01831565624841991,-0.019510127882012725,0.0011944716335928161,1.0502553915649344,0.9348846084350657,0.0
2024-12-19 09:00:00,0.9648,0.9762,0.9638,0.9751,1518955.19024869,ADA/USD,42.03181418264558,-0.01736802347367583,-0.01908170700034535,0.0017136835266695176,1.0450506646731599,0.9344693353268403,0.0
2024-12-19 10:00:00,0.9751,0.9886,0.9723,0.9834,1909169.69433028,ADA/USD,45.19574920264727,-0.015765541687495332,-0.018418473937775348,0.0026529322502800157,1.0416924356989496,0.9342875643010506,0.0
2024-12-19 11:00:00,0.9834,0.9886,0.9792,0.985,1393321.47534683,ADA/USD,45.80977326201337,-0.014202736394191673,-0.017575326429058614,0.003372590034866941,1.0374133293266607,0.9348066706733393,0.0
2024-12-19 12:00:00,0.9851,0.9864,0.9648,0.9664,2872512.61389433,ADA/USD,40.174678789162904,-0.014300222430558396,-0.01692030562935857,0.002620083198800173,1.031870251308519,0.934479748691481,0.0
2024-12-19 13:00:00,0.9665,0.9716,0.9547,0.9608,3165354.83850785,ADA/USD,38.6337939416782,-0.01466035852821812,-0.01646831620913048,0.0018079576809123601,1.0225045474564287,0.9363254525435714,0.0
2024-12-19 14:00:00,0.9612,0.975,0.946,0.9502,5469380.77090733,ADA/USD,35.83226834490948,-0.01562103087221689,-0.01629885914174776,0.0006778282695308717,1.001044312943548,0.9471556870564525,0.0
2024-12-19 15:00:00,0.95,0.9537,0.9213,0.9439,9783725.77787081,ADA/USD,34.24292594354537,-0.01669824104632167,-0.016378735522662544,-0.00031950552365912765,0.9957219664684117,0.9459480335315885,0.0
2024-12-19 16:00:00,0.9437,0.9503,0.9318,0.9497,5570448.00624475,ADA/USD,37.01284628292552,-0.016889237723511252,-0.016480835962832285,-0.00040840176067896694,0.9957855313336663,0.9431344686663339,0.0
2024-12-19 17:00:00,0.9497,0.95,0.8837,0.904,11019646.36356615,ADA/USD,27.266743925674135,-0.02049199309483063,-0.017283067389231955,-0.0032089257055986746,1.0036297152967568,0.9274102847032433,0.0
2024-12-19 18:00:00,0.9031,0.9051,0.867,0.8969,15205852.41124536,ADA/USD,26.116169300248075,-0.023647519461592825,-0.01855595780370413,-0.005091561657888696,1.009095245025548,0.9135947549744521,0.0
2024-12-19 19:00:00,0.8968,0.9016,0.8566,0.8764,13771618.26280871,ADA/USD,23.08696507389091,-0.027485638188126216,-0.020341893880588546,-0.007143744307537669,1.0170356297677006,0.8965143702322994,0.0
2024-12-19 20:00:00,0.876,0.8829,0.846,0.8781,10162962.59718543,ADA/USD,23.875504207936388,-0.030043872082838985,-0.022282289521038633,-0.007761582561800352,1.0204331210084552,0.8833268789915449,0.0
2024-12-19 21:00:00,0.8782,0.8995,0.8705,0.8899,6675409.88493503,ADA/USD,29.29421555850034,-0.03076449553786642,-0.02397873072440419,-0.006785764813462231,1.0226754978272072,0.8752845021727929,0.0
2024-12-19 22:00:00,0.8897,0.9011,0.8889,0.8998,2792354.19074264,ADA/USD,33.56683675591829,-0.030188750432399436,-0.02522073466600324,-0.004968015766396196,1.0226263125132378,0.8694836874867623,0.0
2024-12-19 23:00:00,0.8994,0.8994,0.8798,0.8799,3510714.87384167,ADA/USD,29.683879016066456,-0.030981101128316757,-0.026372807958465944,-0.004608293169850813,1.021528450750652,0.860871549249348,0.0
2024-12-20 00:00:00,0.8801,0.8927,0.867,0.8861,5904644.81352412,ADA/USD,32.311079013795776,-0.030754240834482083,-0.027249094533669173,-0.00350514630081291,1.0190834197660457,0.8545365802339545,0.0
2024-12-20 01:00:00,0.8859,0.8922,0.8786,0.8877,4307744.52129092,ADA/USD,33.006715697801425,-0.030098390281369625,-0.027818953683209267,-0.0022794365981603573,1.0139818219878023,0.8500381780121977,0.0
2024-12-20 02:00:00,0.8878,0.918,0.8863,0.9143,3119267.75296018,ADA/USD,43.41770056200434,-0.027119608334841394,-0.027679084613535694,0.0005594762786943,1.0079967757812676,0.8494732242187323,0.0
2024-12-20 03:00:00,0.9146,0.9161,0.9021,0.9043,2787882.6534943,ADA/USD,40.84771123454515,-0.02527447024756324,-0.027198161740341203,0.0019236914927779625,1.000817033670292,0.8488729663297081,0.0
2024-12-20 04:00:00,0.904,0.9086,0.8977,0.8993,2475930.17979283,ADA/USD,39.585997638965104,-0.023939681486902953,-0.026546465689653555,0.002606784202750602,0.995968397375565,0.8471516026244351,0.0
2024-12-20 05:00:00,0.8996,0.9031,0.8832,0.8838,2864200.88548596,ADA/USD,35.88551310799568,-0.023857557170295585,-0.026008683985781964,0.0021511268154863795,0.9888636990281582,0.8451263009718418,0.0
2024-12-20 06:00:00,0.8838,0.8941,0.8704,0.8776,4248076.76505366,ADA/USD,34.49640664466351,-0.024015920658192358,-0.025610131320264046,0.0015942106620716878,0.978650066285724,0.8447599337142757,0.0
2024-12-20 07:00:00,0.8778,0.9047,0.8778,0.8879,3961046.09422652,ADA/USD,38.73899328109704,-0.023044656488787507,-0.02509703635396874,0.0020523798651812322,0.965384280554219,0.8483157194457811,0.0
2024-12-20 08:00:00,0.8876,0.8885,0.8357,0.8413,9171058.10095714,ADA/USD,29.44649355165501,-0.025738456282116573,-0.02522532033959831,-0.0005131359425182627,0.9590747563264419,0.8421152436735582,0.0
2024-12-20 09:00:00,0.841,0.8492,0.8176,0.8176,12369874.19725465,ADA/USD,26.02704410543643,-0.02944626573521336,-0.026069509418721323,-0.003376756316492039,0.955624429166057,0.8312455708339429,0.0
2024-12-20 10:00:00,0.8178,0.8227,0.7839,0.7925,16519870.61974318,ADA/USD,22.98307157568898,-0.034017953873848206,-0.027659198309746703,-0.006358755564101502,0.9563451552014688,0.8147548447985311,0.0
2024-12-20 11:00:00,0.7928,0.8083,0.7612,0.7612,17737646.99099563,ADA/USD,19.86330133323635,-0.03970895792692275,-0.030069150233181914,-0.009639807693740836,0.9606159566453972,0.7922140433546027,0.0
2024-12-20 12:00:00,0.7611,0.8359,0.7606,0.8298,13179057.17485519,ADA/USD,39.30831315596558,-0.0382428333767455,-0.03170388686189463,-0.006538946514850867,0.9498334396686108,0.7910065603313892,0.0
2024-12-20 13:00:00,0.8296,0.8658,0.8122,0.8606,8795270.71021247,ADA/USD,45.681226375583876,-0.03420136447416511,-0.03220338238434873,-0.001997982089816379,0.9462334726079833,0.7902665273920166,0.0
2024-12-20 14:00:00,0.8605,0.8644,0.8433,0.8541,6497414.36027139,ADA/USD,44.61646742070147,-0.031163730838534742,-0.031995452075185934,0.0008317212366511922,0.9431748013038386,0.7890451986961617,0.0
2024-12-20 15:00:00,0.8544,0.891,0.8537,0.8752,7126295.69528235,ADA/USD,48.78927406180716,-0.02674548533097787,-0.030945458726344324,0.004199973395366454,0.9430845247275539,0.7890154752724463,0.0
2024-12-20 16:00:00,0.8756,0.8956,0.8692,0.878,5698507.80041151,ADA/USD,49.33480276324767,-0.022755743291370756,-0.02930751563934961,0.006551772347978855,0.9430764085292493,0.7890135914707508,0.0
2024-12-20 17:00:00,0.8781,0.8901,0.8745,0.8863,3945841.14566364,ADA/USD,51.001082460816384,-0.018708444049041928,-0.027187701321288078,0.00847925727224615,0.9426891439913268,0.7890408560086732,0.0
2024-12-20 18:00:00,0.8859,0.8945,0.8801,0.8905,2385723.52022909,ADA/USD,51.863794578785885,-0.014989238727570076,-0.02474800880254448,0.009758770074974405,0.9415061364148785,0.7892938635851214,0.0
2024-12-20 19:00:00,0.8903,0.9233,0.8895,0.9107,5690137.26188255,ADA/USD,55.88666519445909,-0.010293117877669733,-0.021857030617569533,0.0115639127398998,0.945368474420966,0.7885115255790343,0.0
2024-12-20 20:00:00,0.9107,0.9241,0.906,0.9188,7274803.66964241,ADA/USD,57.423244942609955,-0.00585036658070881,-0.01865569781019739,0.01280533122948858,0.9498449421680616,0.7873050578319382,0.0
2024-12-20 21:00:00,0.919,0.9243,0.9001,0.9198,5762874.23708722,ADA/USD,57.61951353907041,-0.002223135603537596,-0.015369185368865433,0.013146049765327837,0.9541213271279415,0.7862386728720586,0.0
2024-12-20 22:00:00,0.92,0.9481,0.9141,0.9445,10221179.28657792,ADA/USD,62.248577818752636,0.002614417277192249,-0.011772464839653898,0.014386882116846147,0.9597377347806294,0.7836422652193703,0.0
2024-12-20 23:00:00,0.9446,0.9594,0.9412,0.9498,5623763.4838517,ADA/USD,63.17796913738808,0.0067975209042349105,-0.008058467690876137,0.014855988595111048,0.9674489724230846,0.7804810275769152,0.0
2024-12-21 00:00:00,0.9495,0.955,0.9354,0.9393,2397585.49799359,ADA/USD,60.025166531681876,0.009159809832496424,-0.004614812186201625,0.013774622018698049,0.973168976770501,0.7787610232294992,0.0
2024-12-21 01:00:00,0.9392,0.951,0.9381,0.9446,2446015.5161692,ADA/USD,61.08092573239466,0.011329012726917886,-0.0014260472035777226,0.012755059930495609,0.980698273622202,0.7773117263777979,0.0
2024-12-21 02:00:00,0.9448,0.9598,0.9383,0.9493,2838127.6103404,ADA/USD,62.03840490540777,0.013274353880929901,0.001514033013323802,0.0117603208676061,0.9887879077006702,0.77639209229933,0.0
2024-12-21 03:00:00,0.9496,0.9529,0.9394,0.9481,1823625.07592165,ADA/USD,61.6215665814781,0.014551480381868931,0.004121522487032828,0.010429957894836103,0.9955746698108252,0.7756253301891747,0.0
2024-12-21 04:00:00,0.9483,0.9583,0.9454,0.9561,2425961.83309066,ADA/USD,63.38771531005167,0.01602442586970587,0.006502103163567438,0.009522322706138434,1.0034300959050353,0.7792499040949645,0.0
2024-12-21 05:00:00,0.9564,0.9738,0.9521,0.9736,3002228.02734701,ADA/USD,66.9686700733198,0.018391839845991798,0.008880050500052309,0.009511789345939489,1.0113302562614064,0.7869497437385937,0.0
2024-12-21 06:00:00,0.9736,0.9866,0.9701,0.9832,4719626.72269341,ADA/USD,68.773016428234,0.020802869715207395,0.011264614343083327,0.009538255372124068,1.0152666858859076,0.8020833141140924,0.0
2024-12-21 07:00:00,0.983,0.9976,0.976,0.9883,2826461.18456676,ADA/USD,69.71934666015304,0.02286162109746792,0.013584015693960245,0.009277605403507676,1.0081452449919988,0.8319147550080013,0.0
2024-12-21 08:00:00,0.9884,0.9956,0.9628,0.9644,3609626.12687308,ADA/USD,60.470849683739985,0.022307518948555538,0.015328716344879305,0.006978802603676233,1.0064379367202736,0.8470820632797263,0.0
2024-12-21 09:00:00,0.9644,0.9713,0.9529,0.9702,3176184.43387821,ADA/USD,61.79534052432819,0.022081854655834343,0.016679344007070315,0.005402510648764028,1.0079396010557513,0.8565403989442485,0.0
2024-12-21 10:00:00,0.9701,0.9825,0.9618,0.9697,1942780.2532297,ADA/USD,61.60370984424661,0.021613521040103056,0.017666179413676864,0.003947341626426192,1.0062568991089125,0.8697831008910873,0.0
2024-12-21 11:00:00,0.9697,0.973,0.9511,0.9595,1943293.39746038,ADA/USD,57.6744764812527,0.020186609847833825,0.018170265500508258,0.0020163443473255674,1.0045905699196143,0.8798794300803857,0.0
2024-12-21 12:00:00,0.9591,0.9591,0.9203,0.9203,4924931.15465468,ADA/USD,45.6292523019265,0.015711547120582092,0.017678521824523025,-0.001966974703940933,1.0003975333979995,0.8883024666020001,0.0
2024-12-21 13:00:00,0.9212,0.9281,0.8913,0.9203,8085095.67359095,ADA/USD,45.6292523019265,0.0120263948742102,0.016548096434460462,-0.004521701560250262,0.996759821533899,0.8953401784661009,0.0
2024-12-21 14:00:00,0.9202,0.9299,0.9107,0.9122,2205985.31962731,ADA/USD,43.454383146114814,0.008355960551563069,0.014909669257880984,-0.006553708706317916,0.9938124153097608,0.9004575846902393,0.0
2024-12-21 15:00:00,0.9123,0.9253,0.9121,0.921,2486745.81364294,ADA/USD,46.44116328080809,0.006087033825254773,0.013145142171355744,-0.007058108346100971,0.9929139591728329,0.9023860408271671,0.0
2024-12-21 16:00:00,0.9211,0.923,0.9032,0.9075,2938337.85077166,ADA/USD,42.71374809846926,0.003163093696947672,0.011148732476474129,-0.007985638779526457,0.9940263367939164,0.9001436632060837,0.0
2024-12-21 17:00:00,0.9074,0.9186,0.8988,0.9141,2921540.58661166,ADA/USD,45.036351635778885,0.0013627064887646867,0.009191527278932242,-0.007828820790167555,0.9944641584421657,0.8991358415578342,0.0
2024-12-21 18:00:00,0.9142,0.9185,0.8977,0.9018,2368932.29923968,ADA/USD,41.647450100588486,-0.0010445792895982242,0.007144305965226149,-0.008188885254824373,0.9962167322696327,0.8931132677303673,0.0
2024-12-21 19:00:00,0.902,0.9038,0.8859,0.9038,3477581.3308049,ADA/USD,42.40634210840559,-0.0027591812038187946,0.005163608531417161,-0.007922789735235955,0.9968180724569321,0.8879119275430679,0.0
2024-12-21 20:00:00,0.9037,0.9335,0.8977,0.9075,6620958.9028581,ADA/USD,43.86093587001451,-0.0037759299263127044,0.003375700839871188,-0.007151630766183892,0.9973104711663385,0.8842395288336615,0.0
2024-12-21 21:00:00,0.9078,0.9114,0.8932,0.898,3272427.44503786,ADA/USD,40.997847957703605,-0.005287332145630597,0.0016430942427708313,-0.006930426388401428,0.9979223730085645,0.8789676269914357,0.0
2024-12-21 22:00:00,0.8978,0.908,0.8925,0.9022,1537577.1771776,ADA/USD,42.77630371163317,-0.006076181951128912,9.923900399088281e-05,-0.006175420955119795,0.9973643633177848,0.874815636682215,0.0
2024-12-21 23:00:00,0.9017,0.9066,0.8942,0.9047,2138354.94542233,ADA/USD,43.86101747633457,-0.006425552232346865,-0.0012057192432766669,-0.005219832989070198,0.9964014404443424,0.8714385595556575,0.0
2024-12-22 00:00:00,0.9047,0.9103,0.8922,0.9016,3245528.43655107,ADA/USD,42.77816872073041,-0.0068733431679752766,-0.002339244028216389,-0.004534099139758887,0.9943199071286439,0.8680700928713561,0.0
2024-12-22 01:00:00,0.9016,0.9081,0.887,0.8991,2311127.31993677,ADA/USD,41.880200737052014,-0.0073452780244591676,-0.003340450827464945,-0.004004827196994222,0.9889161748199179,0.8660238251800819,0.0
2024-12-22 02:00:00,0.899,0.9051,0.8922,0.8974,1579989.64214856,ADA/USD,41.24616198485177,-0.00776693321943156,-0.004225747305858269,-0.0035411859135732913,0.9802912108083862,0.8660687891916138,0.0
2024-12-22 03:00:00,0.8976,0.903,0.8818,0.8997,2994775.85060731,ADA/USD,42.51419700581188,-0.007825302010712631,-0.004945658246829141,-0.0028796437638834906,0.9682002780578627,0.8692997219421372,0.0
2024-12-22 04:00:00,0.8994,0.903,0.8811,0.8814,1769213.89711319,ADA/USD,35.87913600397155,-0.009241684374129866,-0.005804863472289286,-0.00343682090184058,0.9619144798132657,0.867285520186734,0.0
2024-12-22 05:00:00,0.8814,0.8903,0.8691,0.8865,3126804.31362496,ADA/USD,38.74815790424344,-0.00983922970872586,-0.006611736719576601,-0.0032274929891492592,0.9517460186179818,0.8690839813820184,0.0
2024-12-22 06:00:00,0.8865,0.8965,0.8842,0.892,1943903.59486112,ADA/USD,41.773883370102574,-0.009756517595275738,-0.007240692894716429,-0.0025158247005593083,0.9383538966815813,0.8747061033184188,0.0
2024-12-22 07:00:00,0.8919,0.8953,0.8853,0.8897,1072056.39012493,ADA/USD,40.86478799924948,-0.009764005055162062,-0.007745355326805556,-0.0020186497283565053,0.9244765482296,0.8816034517704001,0.0
2024-12-22 08:00:00,0.8894,0.9063,0.889,0.8995,1199248.87733005,ADA/USD,46.23382796561826,-0.00887683420401697,-0.00797165110224784,-0.00090518310176913,0.9219530448804178,0.8820469551195824,0.0
2024-12-22 09:00:00,0.8996,0.9243,0.8964,0.9137,1508353.85298145,ADA/USD,52.905943141011626,-0.0069478332898262884,-0.00776688753976353,0.0008190542499372415,0.920593223826821,0.882746776173179,0.0
2024-12-22 10:00:00,0.9136,0.9202,0.9113,0.9134,728123.74807507,ADA/USD,52.756989194708005,-0.005381261823838468,-0.007289762396578518,0.0019085005727400503,0.9207934834172551,0.8826665165827448,0.0
2024-12-22 11:00:00,0.9134,0.9155,0.9064,0.9119,1138038.08595741,ADA/USD,51.969131645501484,-0.004212224215741522,-0.006674254760411119,0.0024620305446695964,0.9188536091599978,0.8836963908400018,0.0
2024-12-22 12:00:00,0.912,0.9179,0.9063,0.908,992668.9385043,ADA/USD,49.88329237718995,-0.0035594201157710392,-0.0060512878314831035,0.0024918677157120643,0.9189153342290166,0.8836846657709834,0.0
2024-12-22 13:00:00,0.9079,0.9142,0.9025,0.9069,1467503.10949394,ADA/USD,49.28247750701727,-0.0030951500076372707,-0.0054600602667139375,0.002364910259076667,0.9177710902795976,0.8841089097204023,0.0
2024-12-22 14:00:00,0.9073,0.9101,0.8751,0.8779,2630038.99285652,ADA/USD,36.72424681549596,-0.005009523569553753,-0.0053699529272819005,0.00036042935772814724,0.9193305533493432,0.8801594466506568,0.0
2024-12-22 15:00:00,0.8782,0.8912,0.8779,0.8869,1402356.75065478,ADA/USD,41.69024267574785,-0.005734351590205522,-0.005442832659866625,-0.0002915189303388972,0.9191595162824775,0.8786404837175226,0.0
2024-12-22 16:00:00,0.8869,0.9008,0.8788,0.896,2156596.45206449,ADA/USD,46.28096279766554,-0.005510962129574359,-0.005456458553808172,-5.450357576618735e-05,0.9182251381904742,0.8784248618095258,0.0
2024-12-22 17:00:00,0.896,0.8985,0.8887,0.8909,1545952.03271577,ADA/USD,44.181567733531026,-0.005679976516492102,-0.005501162146344959,-0.0001788143701471432,0.9181322518583607,0.8778077481416392,0.0
2024-12-22 18:00:00,0.8908,0.9021,0.8854,0.8943,2614764.93652698,ADA/USD,45.9421015406845,-0.005476441047364999,-0.005496217926548967,1.977687918396781e-05,0.917699798135633,0.8774502018643673,0.0
2024-12-22 19:00:00,0.8944,0.8969,0.8708,0.8742,2202948.67748832,ADA/USD,38.25950678589144,-0.006857985155059088,-0.005768571372250991,-0.0010894137828080961,0.918294774667323,0.873805225332677,0.0
2024-12-22 20:00:00,0.8744,0.8917,0.858,0.8891,4630099.28695103,ADA/USD,45.53096693260958,-0.006673633841656312,-0.005949583866132056,-0.000724049975524256,0.917713281674458,0.8731367183255421,0.0
2024-12-22 21:00:00,0.8895,0.8981,0.8858,0.8874,2240026.60965792,ADA/USD,44.881486453887675,-0.006588758780253556,-0.006077418848956357,-0.0005113399312971995,0.9173250528129239,0.8723549471870761,0.0
2024-12-22 22:00:00,0.8871,0.888,0.8705,0.8871,2434335.52549579,ADA/USD,44.76014540796602,-0.006471107278809729,-0.006156156534927031,-0.0003149507438826981,0.917022742178463,0.8716272578215368,0.0
2024-12-22 23:00:00,0.887,0.8948,0.879,0.8824,1792033.21145208,ADA/USD,42.80750744113772,-0.006680114139173354,-0.006260948055776296,-0.0004191660833970587,0.916586988563148,0.8703330114368518,0.0
2024-12-23 00:00:00,0.8824,0.8837,0.8686,0.8755,2862009.62801619,ADA/USD,40.04552954970379,-0.007318166646419377,-0.006472391773904912,-0.0008457748725144657,0.9170382716651905,0.8692917283348097,0.0
2024-12-23 01:00:00,0.8754,0.8905,0.8612,0.8727,4711906.38004299,ADA/USD,38.94735383066031,-0.007958029247294052,-0.006769519268582739,-0.0011885099787113124,0.9178306206786578,0.867119379321342,0.0
2024-12-23 02:00:00,0.8727,0.8825,0.8622,0.8806,2524048.18398004,ADA/USD,43.64323995760077,-0.007738456877639743,-0.006963306790394141,-0.0007751500872456027,0.9177848357800042,0.8660251642199959,0.0
2024-12-23 03:00:00,0.8806,0.9107,0.877,0.908,2843894.207463,ADA/USD,56.22063445886516,-0.00529248471477517,-0.006629142375270347,0.0013366576604951774,0.9196016056277434,0.8660383943722563,0.0
2024-12-23 04:00:00,0.908,0.915,0.9009,0.9013,2467878.37663783,ADA/USD,53.0999646397606,-0.003850284476464849,-0.006073370795509248,0.0022230863190443985,0.9197927007571781,0.8660272992428218,0.0
2024-12-23 05:00:00,0.9009,0.9046,0.8927,0.8975,1306427.7393376,ADA/USD,51.358720176147244,-0.0029796115321879535,-0.005454618942844989,0.0024750074106570357,0.9173551776869612,0.8668448223130386,0.0
2024-12-23 06:00:00,0.8974,0.9006,0.8757,0.878,1769194.30261112,ADA/USD,43.479461302692464,-0.003819060233598459,-0.0051275072009956835,0.0013084469673972244,0.914294899332148,0.8663651006678519,0.0
2024-12-23 07:00:00,0.8779,0.889,0.8722,0.8847,1440284.52201088,ADA/USD,46.51561040140158,-0.0038987529742067206,-0.004881756355637892,0.000983003381431171,0.9108835665741568,0.8670564334258435,0.0
2024-12-23 08:00:00,0.8847,0.898,0.8808,0.8971,1167635.83764497,ADA/USD,51.68813076909902,-0.0029275862840940636,-0.004490922341329126,0.0015633360572350624,0.9089142044745518,0.8679357955254482,0.0
2024-12-23 09:00:00,0.8974,0.9104,0.896,0.8991,3234757.18737805,ADA/USD,52.486285592578795,-0.001973793734471929,-0.003987496619957687,0.0020137028854857577,0.9073669709290076,0.8687030290709924,0.0
