timestamp,open,high,low,close,volume
2024-12-24 20:00:00,97540.92,97989.0,97194.0,97220.2,818.44991221
2024-12-24 21:00:00,97220.21,98398.08,97192.43,98320.74,325.65415973
2024-12-24 22:00:00,98320.75,99000.0,98271.09,98700.0,295.76947097
2024-12-24 23:00:00,98701.17,98966.1,98417.22,98594.47,204.61707847
2024-12-25 00:00:00,98594.47,98818.7,98332.59,98364.97,260.2492713
2024-12-25 01:00:00,98364.96,98533.25,97838.48,97913.25,172.90060273
2024-12-25 02:00:00,97913.25,98290.34,97648.26,98055.91,158.65718103
2024-12-25 03:00:00,98055.91,98212.83,97850.17,97948.22,241.31249798
2024-12-25 04:00:00,97950.44,98292.92,97800.0,98161.22,104.81719752
2024-12-25 05:00:00,98157.32,98283.6,98084.03,98196.01,57.26683122
2024-12-25 06:00:00,98196.01,98494.88,97771.7,97820.26,108.08659504
2024-12-25 07:00:00,97820.25,98300.0,97781.34,98015.24,94.93932
2024-12-25 08:00:00,98015.23,98200.47,97849.6,98003.93,84.31385539
2024-12-25 09:00:00,98003.93,98190.97,97920.48,98104.84,66.8864027
2024-12-25 10:00:00,98102.97,99250.0,98058.56,98392.27,372.6361797
2024-12-25 11:00:00,98376.54,98791.5,97705.0,97824.84,270.18070093
2024-12-25 12:00:00,97855.61,98725.99,97557.48,98096.89,326.1655652
2024-12-25 13:00:00,98096.21,98543.04,98052.4,98380.57,134.94592929
2024-12-25 14:00:00,98380.57,98754.92,98169.57,98635.08,160.67991281
2024-12-25 15:00:00,98630.64,98656.79,98105.53,98441.84,215.71544603
2024-12-25 16:00:00,98441.82,98617.85,98035.32,98321.98,181.45088625
2024-12-25 17:00:00,98321.97,98568.36,98083.88,98466.49,217.28460452
2024-12-25 18:00:00,98458.88,98842.42,98448.58,98655.22,441.77443887
2024-12-25 19:00:00,98650.64,99192.24,98611.15,98918.48,230.07222791
2024-12-25 20:00:00,98918.49,99308.51,98788.8,99058.55,268.37645545
2024-12-25 21:00:00,99058.03,99472.0,98293.38,98435.29,367.77722065
2024-12-25 22:00:00,98435.3,99029.45,98360.09,98723.61,249.20834717
2024-12-25 23:00:00,98724.03,99484.92,98712.48,99346.28,468.53939011
2024-12-26 00:00:00,99358.67,99887.0,98866.05,98961.06,349.0145359
2024-12-26 01:00:00,98961.06,99193.05,98513.89,98980.61,330.43727894
2024-12-26 02:00:00,98980.61,99124.35,98389.9,98671.12,264.4997225
2024-12-26 03:00:00,98676.08,99037.82,98494.15,98909.68,263.05251974
2024-12-26 04:00:00,98909.67,98909.68,98170.35,98213.27,237.62145965
2024-12-26 05:00:00,98213.26,98375.22,98000.0,98279.53,154.37463658
2024-12-26 06:00:00,98275.64,98397.15,97920.14,98014.68,91.80949941
2024-12-26 07:00:00,98014.31,98199.4,97617.4,97667.54,291.13760088
2024-12-26 08:00:00,97661.63,97711.28,95534.19,95801.75,877.56769272
2024-12-26 09:00:00,95792.14,95893.85,95294.95,95322.93,423.75131926
2024-12-26 10:00:00,95330.6,95676.99,95083.93,95403.56,229.90786255
2024-12-26 11:00:00,95393.55,95928.93,95346.63,95585.78,276.5803676
2024-12-26 12:00:00,95585.77,95778.68,95342.01,95574.66,229.31677714
2024-12-26 13:00:00,95572.27,95670.67,95161.71,95598.63,327.68416754
2024-12-26 14:00:00,95598.63,96193.79,95123.0,95366.71,668.80866383
2024-12-26 15:00:00,95366.7,96129.71,95138.45,95962.27,771.36402101
2024-12-26 16:00:00,95962.27,96560.27,95707.89,96444.26,693.0662859
2024-12-26 17:00:00,96444.26,96485.42,95597.06,95731.07,542.98853083
2024-12-26 18:00:00,95731.08,95910.64,95388.0,95662.18,464.31401449
2024-12-26 19:00:00,95663.48,96174.8,95345.0,96023.62,637.66727593
2024-12-26 20:00:00,96023.11,96043.04,95264.0,95470.16,2437.98676742
2024-12-26 21:00:00,95475.11,95819.56,95197.36,95696.99,336.43051343
2024-12-26 22:00:00,95696.97,95849.99,95509.72,95706.17,196.12241929
2024-12-26 23:00:00,95706.17,95780.39,95262.03,95669.49,307.8687568
2024-12-27 00:00:00,95669.4,95814.5,95279.45,95667.84,371.58922998
2024-12-27 01:00:00,95667.84,96110.85,95450.0,95779.21,234.98565679
2024-12-27 02:00:00,95779.21,96296.09,95593.19,95936.91,293.31979394
2024-12-27 03:00:00,95941.23,96331.02,95851.04,96297.82,365.79759298
2024-12-27 04:00:00,96289.85,96456.42,96109.57,96181.18,201.37877244
2024-12-27 05:00:00,96181.17,96214.71,95864.37,96131.28,159.03739222
2024-12-27 06:00:00,96131.27,96474.97,95981.8,96474.97,147.35506901
2024-12-27 07:00:00,96474.96,96496.57,94555.94,94979.22,1336.69290932
2024-12-27 08:00:00,94979.22,96276.18,94979.21,95591.5,317.35280376
2024-12-27 09:00:00,95594.52,97340.47,95545.91,96668.73,461.7809323
2024-12-27 10:00:00,96657.22,96900.99,96069.03,96477.22,178.36994026
2024-12-27 11:00:00,96477.21,96847.27,96254.38,96839.24,157.15477133
2024-12-27 12:00:00,96839.27,96932.43,96500.0,96567.48,246.60539774
2024-12-27 13:00:00,96567.47,96567.47,96152.64,96306.98,231.29375475
2024-12-27 14:00:00,96306.97,96379.81,95035.77,95579.12,613.34605029
2024-12-27 15:00:00,95580.95,95610.88,93843.18,94438.8,1977.4202818
2024-12-27 16:00:00,94430.56,94870.72,93936.16,94005.98,1280.98442053
2024-12-27 17:00:00,94005.97,94168.83,93234.31,94137.49,1470.60055685
2024-12-27 18:00:00,94137.5,94625.59,94075.57,94412.36,381.10276766
2024-12-27 19:00:00,94413.99,94664.4,94076.88,94610.14,525.92351856
2024-12-27 20:00:00,94610.13,94630.89,94179.25,94444.1,1387.72608418
2024-12-27 21:00:00,94446.73,94700.0,94253.46,94395.08,414.05657081
2024-12-27 22:00:00,94404.02,94548.42,94062.36,94297.43,185.61260962
2024-12-27 23:00:00,94301.8,94409.2,94000.0,94171.89,229.64209876
2024-12-28 00:00:00,94171.7,94401.81,94112.92,94264.25,175.84340374
2024-12-28 01:00:00,94267.94,94480.15,94002.72,94420.86,168.78445154
2024-12-28 02:00:00,94420.85,94498.3,94138.64,94202.92,126.57875486
2024-12-28 03:00:00,94202.93,94572.3,94202.92,94441.41,116.99189712
2024-12-28 04:00:00,94441.41,94500.0,94350.01,94385.63,75.54160405
2024-12-28 05:00:00,94380.07,94648.29,94380.06,94469.56,112.53147072
2024-12-28 06:00:00,94469.57,94578.16,94250.01,94326.23,69.48669215
2024-12-28 07:00:00,94329.03,94491.08,94141.57,94222.36,78.32770876
2024-12-28 08:00:00,94222.37,94377.46,94145.76,94330.72,96.56073169
2024-12-28 09:00:00,94330.72,94541.22,94323.96,94432.75,54.22003979
2024-12-28 10:00:00,94432.75,94569.24,94338.41,94473.42,94.10092194
2024-12-28 11:00:00,94473.42,94725.0,94448.59,94589.92,77.33918479
2024-12-28 12:00:00,94589.91,94717.52,94435.68,94447.63,80.15697528
2024-12-28 13:00:00,94447.62,94605.83,94326.36,94501.3,101.42677323
2024-12-28 14:00:00,94501.29,95160.29,94241.27,94418.53,183.10278703
2024-12-28 15:00:00,94418.53,94654.73,94200.01,94277.85,130.44851864
2024-12-28 16:00:00,94281.82,94776.2,94222.14,94706.96,127.79386635
2024-12-28 17:00:00,94706.96,95073.79,94641.25,94865.54,154.31760039
2024-12-28 18:00:00,94865.54,94951.24,94538.01,94678.1,128.16193857
2024-12-28 19:00:00,94679.93,94969.77,94675.81,94865.25,122.77539143
2024-12-28 20:00:00,94865.24,94976.68,94694.0,94910.21,84.09474267
2024-12-28 21:00:00,94910.21,95050.0,94777.26,94995.91,73.19043273
2024-12-28 22:00:00,94998.83,95534.17,94865.64,95143.99,169.62185468
2024-12-28 23:00:00,95148.21,95245.54,94935.08,95017.99,84.09978959
